RowKey,title,latin_title,classes,order,description,image_src,image_alt,PartitionKey,spread_note,biotop,biotopes_note,food,food_note,proportions,reproduction,attractions,projects_note,breeding,localities_title,localities_url
489,Šípovec nosatý,Rhamphiophis rostratus,Plazi (Reptilia),Šupinatí (Squamata),"Šípovci jsou štíhlí, mírně jedovatí hadi příbuzní bojgám. Šupina na předním okraji horní čelisti je zobákovitě protažená, někdy ohnutá vzhůru, ale v případě šípovce nosatého má hákovitý tvar a vytváří rýček, díky němuž had skvěle hrabe.",,,Afrika,východní Afrika,travnaté území,"polopouště, suché savany",živá kořist,malí obratlovci,"Délka 1–1,6 m, z toho více než 25 % připadá na ocas. Hmotnost až 500 g.","počet vajec 6–17, inkubace 73 dny","Šípovec nosatý kombinuje lovecký styl pozemního predátora orientujícího se zrakem s prolézáním děr a slíděním po podzemních hlodavcích, zejména po rypoších. Je aktivní ve dne, jen nejteplejší hodiny přečkává v noře.",,Chováme je od roku 2004.,Terárium,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/5814-terarium
490,Šáma bělořitná,Copsychus malabaricus,Ptáci (Aves),Pěvci (Passeriformes),České druhové jméno „bělořitná“ si šáma vysloužila díky bílým podocasním perům typickým pro samce. Ten je celkově černý s kaštanovým břichem a nápadně dlouhým ocasem. Samice je hnědavá a ocas má mnohem kratší.,,,Asie,indický subkontinent a Indonésie − v několika poddruzích,tropický les,"hustý, stinný lesní podrost",bezobratlí,"takřka výhradně členovci (hmyz, pavouci)","délka 23 cm (z toho ocas 11–13,5 cm), hmotnost 27–32 g","Samice snáší 2–5 vajec, inkubace trvá 13–14 dní.","Má melodický, flétnový zpěv, kterým často napodobuje jiné druhy ptáků. V Asii je proto oblíbená mezi chovateli zpěvného ptactva. Zpěv šámy se stal zřejmě vůbec prvním nahraným hlasovým projevem živočicha – už v roce 1889. Žije poměrně skrytě a je velmi plachá. Obývá stálá teritoria, která samec v době hnízdění obhajuje. Mimo toto období si každý z partnerů hájí své vlastní území. Při toku samec láká samičku okázalým letem a rozvíráním ocasu. Pokud neuspěje, samice ho nekompromisně zažene. Hnízdo je umístěné ve stromové dutině. Na vejcích sedí jen samice, ale mláďata krmí oba rodiče.",,Chováme je a rozmnožujeme od roku 2013.,Sečuán - pavilon ptáků z podhůří Himálaje,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1441-secuan-pavilon-ptaku-z-podhuri-himalaje
491,Sovice krahujová,Surnia ulula,Ptáci (Aves),Sovy (Strigiformes),"Je to středně velká sova bez chvostků (prodloužených pírek na hlavě), s dlouhými špičatými křídly. Je zbarvena šedočerně, typické je příčné proužkování na spodní straně těla a výrazná kresba v obličeji.",,,Evropa,"cirkumpolární rozšíření – severní oblasti v Evropě, Asii i Severní Americe",tundra,"Vyhledává mýtiny, rašeliniště a další typy otevřených prostranství a zalétá dokonce i do kulturní krajiny.",živá kořist,"malí obratlovci – hlodavci, ptáci, ryby, také velký hmyz","délka těla 19,5–22 cm, délka ocasu 16,5–19 cm, rozpětí křídel 74–81 cm, hmotnost 260–380 g","počet vajec 6–10, inkubace 28–30 dní","Je aktivní i ve dne, protože během polárního dne slunce vysoko na severu téměř nezapadá a tmy by se nedočkala. Kořist vyhlíží z posedu na zlomeném kmeni. Vytváří dočasné páry na jednu hnízdní sezonu. Hnízdí nejčastěji v dutinách, někdy i v opuštěných hnízdech vran nebo dravců, případně v budkách. V té době se ozývá příjemným houkáním.",,"Sovice krahujové chováme od roku 1995, odchováváme je od roku 1998.",Severský les,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/expozicni-celky/5809-seversky-les
492,Stepokur hnědobřichý,Pterocles exustus,Ptáci (Aves),Stepokurové (Pteroclidiformes),Krycí zbarvení mu umožňuje dokonale splynout s okolím. Samec se od samice liší tmavým proužkem přes prsa a méně výraznou kresbou na hřbetě.,,,Asie,"úzký pás táhnoucí se jižně od Sahary a dál do Indie a Pákistánu, roztroušené populace na pobřeží Přední Asie",travnaté území,"polopouště, suché savany",bezobratlí,"suchá semena bobovitých, trav i dalších rostlin, občas výhonky, výjimečně hmyz","délka 31–33 cm, rozpětí 48–51 cm, hmotnost 140–290 g","Samice snáší obvykle 3 vejce, na kterých sedí oba rodiče 22–23 dní.","Ačkoliv je doma v polopouštích, potřebuje pravidelně pít a denně létá k napajedlům – někdy až 16 kilometrů. U vody se tak shromáždí stovky stepokurů, obvykle brzy ráno nebo navečer. Rodiče nosí mláďatům vodu v peří na břiše, které je až čtyřikrát savější než průměrná mycí houba.",,"Záznamy z předchozích let jsou neúplné, nově je chováme od roku 2014.",Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
493,Sýkořice šedohlavá,Paradoxornis (Psittiparus) gularis,Ptáci (Aves),Pěvci (Passeriformes),"Sýkořice jsou drobní pěvci, pro které je typický dlouhý ocas. Kuželovitý zobák prozradí, že se živí hlavně semeny.",,,Asie,"jižní Asie, od Indie a Bangladéše po Čínu a Vietnam",tropický les,vždyzelené vlhké horské lesy a bambusové houštiny,rostliny i živočichové,"bezobratlí, části rostlin","délka těla 8–8,5 cm, délka ocasu 7,5–8 cm, délka křídla 8,5–9,5 cm, hmotnost 30 g","počet vajec 2–3, inkubace 10–12 dní","Ačkoliv její jméno naznačuje podobnost se sýkorami, není jim nijak blíže příbuzná. Systematické zařazení sýkořic bylo dlouho nejasné – ornitologové je nejprve přiřazovali mezi sýkory, později do samostatné čeledě či k timáliím. Podle posledních výzkumů jsou zařazovány mezi pěnicovité. Sýkořice šedohlavá se zdržuje v malých rodinných skupinách nebo (v době hnízdění) v párech. Hnízdo, které si staví na stromě nebo v keři, má tvar hluboké misky. Na vejcích sedí střídavě oba rodiče a oba také krmí mláďata.",,Chováme je od roku 1997.,Sečuán - pavilon ptáků z podhůří Himálaje,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1441-secuan-pavilon-ptaku-z-podhuri-himalaje
494,Mnohonožka obrovská,Archispirostreptus gigas,Mnohonožky (Diplopoda),Spirostreptida,Patří k největším mnohonožkám na světě. Je celá černá včetně nohou. Samec se od samice liší jen přeměněnými končetinami na 7. článku (označujeme je jako gonopody).,,,Afrika,"východní Afrika, od Mozambiku po Keňu, jižní Arábie",tropický les,"nížinné lesy, pobřežní houštiny",části rostlin,odumřelé části rostlin,"délka až 38,5 cm, obvod těla 6,5 cm","Samice klade vajíčka do půdy, mláďata se líhnou po 6 týdnech.","Mnohonožky mají podobně jako stonožky článkované tělo, ale nohy jsou umístěné na spodní straně těla, vždy dva páry na každém článku. Mnohonožka obrovská má v průměru 256 nohou, ale počet se často při každém svlékání mění. V případě ohrožení se tato mnohonožka stáčí do spirály, takže je vzhledem k hladké, tvrdé vnější kostře těžko uchopitelná. Kromě toho vylučuje dráždivou tekutinu. Většinu času tráví zahrabaná v půdě a je aktivní hlavně v noci. Dovede ale dobře šplhat po kamenech, kládám nebo nakloněných kmenech.",,"Chováme je od roku 2007, jen s přestávkou v letech 2011−2013.",Afrika zblízka,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka
495,Mnohonožka červenonohá,Ephibolus pulchripes,Mnohonožky (Diplopoda),Spirobolida,Statná mnohonožka s tmavým tělem a jasně červenýma nohama i hlavou. Samec je oproti samici štíhlejší a více lesklý. Tělo je tvořeno 51−55 články.,,,Afrika,"východní Afrika (Keňa, Tanzanie)",tropický les,tropické deštné lesy,části rostlin,měkké nebo odumřelé a tlející části rostlin,délka 12−17 cm,"Klade průměrně 10 oválných vajíček, inkubace trvá 5−6 týdnů.","Způsobem života se od jiných velkých mnohonožek nijak neliší. Je pomalá a mírumilovná, v nebezpečí se stočí do pevné spirály, případně vypouští dráždivou tekutinu. Ve dne se ukrývá pod kameny, kládami, v půdě nebo v norách malých živočichů, aktivní je až v noci. V době rozmnožování (na začátku období dešťů) začnou být samci velmi aktivní a vyhledávají samice. Samice klade vajíčka pod kůru, kameny nebo na povrch půdy. Mláďata mají zpočátku světlé zbarvení a menší počet tělních článků. Během svlékání postupně tmavnou a dorůstají. Zpočátku se živí trusem dospělých, ze kterého získávají symbiotické bakterie. Ty jim umožňují trávit celulózu v rostlinné potravě. Dospívají zhruba ve 3 letech, dospělí žijí i déle než 5 let.",,Chováme je od roku 2014.,Afrika zblízka,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1443-afrika-zblizka
496,Sova pálená,Tyto alba,Ptáci (Aves),Sovy (Strigiformes),Středně velká sova s typickým srdcovitým závojem a světlým zbarvením. V letu mívá nohy volně svěšené.,,,,"kosmopolitní rozšíření – všechny světadíly kromě Antarktidy a nejchladnějších oblastí, Sahary a tropických lesů",,"otevřená krajina, světlé lesy, okolí lidských sídel",,"malí obratlovci, hmyz","délka těla 33–36 cm, délka ocasu 10–14 cm, rozpětí křídel 76 cm, hmotnost 0,2–0,4 kg","počet vajec 3–13, inkubace 30–33 dny","Původním prostředím sovy pálené je otevřená krajina se skálami nebo světlé lesy s doupnými stromy, přizpůsobila se ale blízkosti člověka a dnes hnízdí převážně v budovách, především na půdách. Vejce snáší přímo na holý podklad. Aktivní je převážně v noci, lze ji však zastihnout i za soumraku nebo brzy zrána. V době toku se samec ozývá opakovaným, poměrně jemným švitořivým hlasem. Mláďatům se rodiče zase ohlašují jakoby žabím skřehotavým voláním.",,"V pražské zoo se tyto sovy pravidelně rozmnožují a část mláďat je vypouštěna do přírody, aby posílila divoké populace. První sovu pálenou jsme podle doložených údajů získali v roce 1979.",,
497,Sojkovec stříbrouchý,Trochalopteron melanostigma,Ptáci (Aves),Pěvci (Passeriformes),"Má poměrně pestré zbarvení. Typické je stříbřitě bílé příuší, jinak se poddruhy liší rozsahem černé čepičky i žlutých polí na křídlech a ocase.",,,Asie,"v 5 poddruzích Myanmar, Thajsko, Laos, Čína",tropický les,"listnaté vždyzelené, smíšené i jehličnaté lesy, křoviny, travnaté a bambusové porosty",bezobratlí,bezobratlí a pravděpodobně i rostlinná potrava,"délka 26 cm, hmotnost 67–75 g","Snáší 2 vejce, údaje o době inkubace nejsou známy.","Potravu shání na zemi nebo nízko nad ní, příležitostně šplhá po kmenech a větvích porostlých mechem a lišejníky. Sdružuje se do malých hejnek nebo žije v páru či samotářsky. ",,Chováme je od roku 2009.,Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
498,Sojkovec popelavý,Inathocichla cineracea cineracea,Ptáci (Aves),Pěvci (Passeriformes),"Tento pískově hnědý sojkovec má černé temeno, vous a špičku ocasu, tváře jsou šedobílé.",,,Asie,"severovýchodní Indie a západní Myanmar, další dva poddruhy od severovýchodního Myanmaru po Čínu",listnatý a smíšený les,křovinatý podrost listnatých i smíšených lesů a bambusové porosty od středních poloh po 2 745 m n. m.,plody,"drobný hmyz, semena, bobule a jiné drobné plody","délka 21–24 cm, hmotnost 43–55 g","Samička snáší 2–4 vajíčka, doba inkubace je 14 dnů.","V době mimo hnízdění se sdružuje do malých hejn. Staví nevysoko nad zemí tenkostěnné hnízdo z listů, mechu a trávy, lemované jemnými stonky a kořínky. Potravu sbírá nejčastěji na zemi.",,Patří k novým druhům – první trio přišlo v roce 2010 z plzeňské zoo.,Sečuán - pavilon ptáků z podhůří Himálaje,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/pavilony/1441-secuan-pavilon-ptaku-z-podhuri-himalaje
499,Sojkovec rezavokřídlý,Dryonastes berthemyi,Ptáci (Aves),Pěvci (Passeriformes),Středně velký druh sojkovce s převážně hnědobéžovým zbarvením a černou maskou kolem očí a zobáku. Jméno dostal podle rezavých ručních letek.,,,Asie,jihovýchodní Čína,listnatý a smíšený les,"vždyzelené listnaté lesy, bambusové porosty, podrost jehličnatých lesů.",bezobratlí,bezobratlí a různé části rostlin,"délka 27–29 cm, hmotnost 80–100 g","Samice snáší 3–5 vajíček, další informace nejsou známy.","Žije v párech nebo malých skupinkách. Ozývá se různorodým hlasitým melodickým voláním. Při hledání potravy často vydává mňoukavé zvuky nebo zvláštní hvízdání, někdy napodobuje i hlasy jiných druhů.",," 
Chováme je od roku 2008 a pravidelně je rozmnožujeme.
Středně",Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
500,Sojkovec rezavočelý,Garrulax rufifrons,Ptáci (Aves),Pěvci (Passeriformes),"Poznávacími znaky jsou velké, jasně žluté oči a sytě rezavá skvrna nad zobákem, jinak je šedavý.",,,Asie,Je endemitem z indonéského ostrova Jáva – nikde jinde na světě nažije.,tropický les,listnaté vždyzelené lesy od 900 do 2 500 m n. m.,plody,"hmyz, drobná semena, plody",délka 27 cm,"Snáší 2–3 vajíčka, o době inkubace nejsou žádné záznamy.",Při hledání potravy poletuje v malých hlučných skupinkách. Často se sdružuje s jinými druhy ptáků do velkých hejn. Hnízda si staví v porostu na vodorovných větvích.,,Chováme je od roku 2003.,Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
501,Sojkovec nádherný,Trochalopteron formosum,Ptáci (Aves),Pěvci (Passeriformes),Celkově hnědé zbarvení oživuje červená barva na křídlech a ocase i šedavá hlava s tmavou kresbou.,,,Asie,jihozápadní Čína a severozápadní Vietnam,tropický les,"hustý podrost vždyzelených, bambusových a druhotných lesů, od 900 do 3 150 m n. m.",rostliny i živočichové,"bezobratlí, části rostlin","délka 27–28 cm, hmotnost 83–106 g",Z přírody nejsou známé žádné údaje. Mláďata krmí oba rodiče.,"Zpěv tvoří hlasité hvízdání, zpívá i v duetu, poplašné volání je měkké tlumené uííí. Ve skupinkách si hledá potravu v lesích nízko nad zemí.",,"Chováme je od roku 1994, první úspěšný odchov se podařil v roce 2007.",Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
502,Sojkovec lesní,Ianthocichla ocellata artemisiae,Ptáci (Aves),Pěvci (Passeriformes),"Na první pohled se od ostatních druhů sojkovců liší poměrně výrazným zbarvením – na hnědošedém podkladě má rozeseté bílé skvrnky, také ocas je bíle lemovaný. Hlava je naopak tmavá. Samec a samice vypadají stejně.",,,Asie,ve třech poddruzích v jihozápadní Číně,tropický les,subtropické a tropické vlhké lesy do výšky 4 600 m n. m.,rostliny i živočichové,"bezobratlí, bobule, semena","délka 30–35 cm, délka křídla 15,5–16,5 cm, hmotnost 90–100 g",Samice snáší 3–4 vejce a sedí na nich 15–16 dní.,"Zdržuje se v malých skupinkách v hustém podrostu, kde čile poskakuje a hledá při tom potravu na zemi. Má výborné krycí zbarvení, takže se prozradí především hlasitým chechtavým voláním.",,Chov těchto sojkovců začal v roce 2007 příchodem dvou samic ze zoo v Halle. O dva roky později dorazil pár a od roku 2010 se pravidelně rozmnožují.,Dolní část zoo,http://www.zoopraha.cz/zvirata-a-expozice/kam-v-zoo/areal/8660-dolni-cast-arealu
